id,desc
IPR050406,FGGY Carbohydrate Kinase
IPR050415,Multicomponent Reductase Electron Transfer
IPR050417,Sugar Epimerase/Isomerase
IPR050428,Two-component system sensor histidine kinase
IPR050429,Phosphotransferase System Glucose-Specific EIICBA
IPR050437,Small ribosomal subunit protein bS1-like
IPR050438,Low Molecular Weight Phosphotyrosine Protein Phosphatase
IPR050445,Bacterial polysaccharide biosynthesis and export
IPR050456,DeoC/FbaB aldolase
IPR050458,Outer-membrane lipoprotein LolB
IPR050469,Bacterial Diguanylate Cyclase
IPR050470,IPR050470
IPR050472,Anthranilate Synthase/Amidotransferase
IPR050482,Sensor Histidine Kinase Two-Component System
IPR050483,CoA-transferase III domain-containing protein
IPR050484,Transferase Hexapeptide/Carbonic Anhydrase
IPR050490,Bacterial solute-binding protein 1
IPR050498,Photosystem I assembly protein Ycf3
IPR050499,Phosphoenolpyruvate-dependent sugar PTS enzyme
IPR050500,Phosphate Acetyltransferase/Butyryltransferase
IPR050515,Class D beta-lactamase/transpeptidase
IPR050523,Aldo/Keto Reductase Detoxification and Biosynthesis
IPR050539,ThrE Dicarboxylate/Amino Acid Exporter
IPR050547,DEAD box ATP-dependent RNA helicases
IPR050555,Bacterial Solute-Binding Protein 2
IPR050558,Phosphotransferase System Sugar-Specific Components
IPR050559,Phosphopantetheinyl Transferase Superfamily
IPR050563,4-hydroxybenzoyl-CoA thioesterase
IPR050570,Bacterial cell wall metabolism enzyme
IPR050571,Class-IV Pyridoxal-Phosphate-Dependent Aminotransferase
IPR050574,HPF/YfiA ribosome-associated
IPR050575,Bacterial microcompartment shell
IPR050583,Mycobacterial A85 antigen
IPR050611,ABCF protein
IPR050612,Prokaryotic Molybdopterin Oxidoreductases
IPR050619,Flavodoxin
IPR050624,HTH-type Transcriptional Regulator
IPR050625,ParA/MinD ATPase
IPR050626,Peptidase M16
IPR050638,Amino Acid and Vitamin Transporters
IPR050639,Site-specific recombinase resolvase
IPR050640,Bacterial two-component sensor kinase systems
IPR050643,Periplasmic Pilus Chaperone
IPR050645,Histidine Acid Phosphatase
IPR050661,BglG family transcriptional antiterminators
IPR050679,Bacterial HTH-type transcriptional regulator
IPR050695,N-acetylmuramoyl-L-alanine amidase 3
IPR050696,Bacterial cell division protein FtsA/MreB
IPR050706,Cyclic di-GMP phosphodiesterase-like
IPR050707,HTH-type Transcriptional Regulators in Metabolic Pathways
IPR050708,Type VI secretion system VgrG/RHS
IPR050710,Band 7/mec-2 domain-containing protein
IPR050721,Trk/Ktr/HKT Potassium Transport
IPR050737,IPR050737
IPR050738,Sulfatase enzyme
IPR050739,Membrane Fusion Protein
IPR050740,Aldehyde Dehydrogenase Superfamily
IPR050742,Helicase and Restriction-Modification Enzyme
IPR050744,AI-2 Signaling Cycle Isomerase LsrG
IPR050748,Glycosyltransferase 8 domain-containing
IPR050790,ExbB/TolQ Biopolymer Transport
IPR050807,"Transcriptional regulator/dioxygenase, bacterial-type"
IPR050808,Phage Integrase
IPR050809,Bacterial G3P & Sugar ABC Transporter Permeases
IPR050814,Myo-inositol Transporter
IPR050832,Bacterial Acetyltransferase
IPR050833,Polysaccharide Biosynthesis and Transport
IPR050835,ATP-binding cassette sub-family D
IPR050858,Malonyl CoA-ACP Transacylase/Polyketide Synthase FabD
IPR050861,Dihydroxyacetone Kinase (DAK)
IPR050864,Bacterial PTS System Sugar Transport Components
IPR050867,[NiFe]/[NiFeSe] hydrogenase large subunit
IPR050882,Prepilin leader peptidase/N-methyltransferase
IPR050893,Sugar Phosphotransferase System (PTS)
IPR050900,Transposase IS3/IS150/IS904
IPR050901,Binding-protein-dependent ABC transporter permease
IPR050908,DNA gyrase inhibitor-like
IPR050909,Bacterial Autotransporter Virulence Factors
IPR050926,Aconitase/IPM Isomerase
IPR050950,HTH-type LysR transcriptional regulators
IPR050954,Electron transfer iron-sulfur cluster-binding protein
IPR050959,Multiple antibiotic resistance protein MarA-like
IPR050961,BolA/IbaG family stress response and morphology regulators
IPR050979,"Bacterial L,D-transpeptidase"
IPR050980,Two-component sensor histidine kinase
IPR050986,SIS family GutQ/KpsF subfamily isomerases
IPR050988,Mannitol Dehydrogenase/Oxidoreductase
IPR051015,DNA-binding transcriptional activator EvgA-like
IPR051018,Bacteriophage Glycosyl Hydrolase 24
IPR051044,Monoacylglycerol and Diacylglycerol Lipase
IPR051049,Dienelactone hydrolase-like enzyme
IPR051054,Bacterial SorC Transcriptional Regulators
IPR051082,Pentapeptide repeat and BTB/POZ domain-containing protein
IPR051084,Proton-coupled symporters
IPR051096,BhsA/McbA stress and biofilm-associated protein
IPR051120,"ABC Transporter, Amino Acid and LPS Transport"
IPR051156,Mitochondrial and Outer Membrane Metalloprotease
IPR051159,Hexapeptide-repeat containing acetyltransferases
IPR051160,IPR051160
IPR051174,Cytochrome c-type Electron Transfer
IPR051199,Lipopolysaccharide/Lipooligosaccharide Heptosyltransferase
IPR051202,Peptidase C40
IPR051204,ABC transporter permease/solute-binding domain-containing protein
IPR051205,Ubiquinone biosynthesis monooxygenase UbiH/COQ6
IPR051206,N-acetylmuramoyl-L-alanine amidase 2
IPR051208,Class-I Fumarase/Tartrate Dehydratase
IPR051215,Glycyl Radical Enzyme
IPR051220,Tail Fiber Assembly Chaperone
IPR051252,IS1 element transposase InsA
IPR051258,Diverse Substrate Transporter
IPR051263,Cytochrome c-type biogenesis
IPR051271,Two-component system transcriptional regulators
IPR051310,Methyl-accepting chemotaxis
IPR051311,DedA domain-containing protein
IPR051312,Diverse Substrate Oxidoreductases
IPR051313,Bacterial iron-siderophore binding
IPR051316,Zinc-regulated GTPase metalloprotein activator
IPR051317,Gfo/Idh/MocA family oxidoreductases
IPR051318,Iron-sulphur-dependent L-serine dehydratase
IPR051322,Amino Acid ABC Transporter Permease
IPR051337,Organophosphate:Pi Antiporter
IPR051351,Ascorbate-specific PTS system EIIA component
IPR051354,"Transposase 27 family, IS1 element"
IPR051398,Polysaccharide Deacetylase
IPR051405,phD/YefM antitoxin
IPR051407,Bacterial outer membrane lipoprotein and surface antigen
IPR051446,HTH-type transcriptional regulator with aminotransferase domain
IPR051447,Lipoprotein-releasing system transmembrane protein
IPR051449,ABC-2 integral membrane transporter component
IPR051451,PhoH2-like
IPR051454,RNA and ubiquinone modification enzymes
IPR051455,Bacterial solute-binding protein 3
IPR051464,Peptidase M42 aminopeptidase
IPR051470,Thiol:disulfide interchange protein
IPR051471,Bacterial PTS system sugar-specific components
IPR051535,Bacterial siderophore ABC transporter ATP-binding
IPR051541,PTS System Sugar Transport and Nitrogen Regulation
IPR051542,Hydrogenase-associated cytochrome
IPR051551,Bacterial autotransporter adhesion
IPR051555,Formate Dehydrogenase Electron Transfer Unit
IPR051599,Cell Envelope Integrity and Synthesis Associated Protein
IPR051600,Beta-phosphoglucomutase-like
IPR051605,Peptide Transporter Carbon Starvation
IPR051613,ABC transporter permease HisMQ subfamily
IPR051621,Type II secretion system protein J
IPR051679,Divalent Anion Sodium Symporter-Related Transporters
IPR051686,Outer membrane lipoprotein DolP
IPR051698,Transposase 11-like
IPR051699,Rpn/YhgA-like nuclease
IPR051715,Intimin/Invasin domain-containing protein
IPR051788,Major Facilitator Superfamily Transporter
IPR051789,Bacterial Polyamine Transport Permease
IPR051800,Intermembrane Transport Protein PqiA/PqiB
IPR051802,Alpha-2-macroglobulin-like
IPR051806,HAD-like Sugar Phosphate Phosphatase
IPR051817,Formate dehydrogenase cytochrome b556 subunit
IPR051839,Retinal determination transcriptional regulator
IPR051907,DoxX-like inner membrane-associated oxidoreductase
IPR051917,Transposase/Integrase Enzymes
IPR051934,Bacteriophage Tail Fiber Structural Protein
IPR051936,Membrane-embedded heme-iron electron transfer protein
IPR052028,HipA Serine/Threonine-Protein Kinase
IPR052030,Peptidase M20/M20A family hydrolases
IPR052062,Murein DD-endopeptidase/LD-carboxypeptidase
IPR052155,Bacterial biofilm regulation/maintenance
IPR052163,Diguanylate Cyclase/Regulatory Protein
IPR052168,Cytochrome b561 superoxide oxidase
IPR052172,UxaA family altronate/galactarate dehydratases
IPR052175,Complex I-like Hydrogenase Component
IPR052197,Complex I 49 kDa subunit-like
IPR052211,Cpx two-component system auxiliary protein
IPR052349,Metallo-dependent Hydrolases Superfamily Enzymes
IPR052359,Bacterial HTH-type regulators and antitoxins
IPR052375,Complex I 20 kDa subunit-like
IPR052401,IPR052401
IPR052433,Xaa-Pro dipeptidase-like
IPR052521,Bacterial cell division SPOR domain-containing protein
IPR052524,Major Facilitator Superfamily Cyanate Porter
IPR052561,Complex I Subunit 1
IPR052698,Molybdenum Cofactor Utilization and Processing
IPR052700,Carbohydrate kinase PfkB-like
IPR052702,Mechanosensitive channel MscS-like
IPR052703,Aromatic CoA oxygenase/epoxidase components
IPR052894,AsmA-related
IPR052945,Mitotic Progression Regulator
IPR053392,Transposase IS30-like
IPR053398,Hydroxypyruvate and 2-oxo-tetronate isomerases
IPR053422,RHS domain-containing protein
IPR053713,Bacterial Outer Membrane Channel Superfamily
IPR053715,Glycosyl Hydrolase 4 Enzyme Superfamily
IPR053876,"Phage integrase, central domain"
IPR053905,"Elongation factor G-like, domain II"
IPR053967,"Flagellar hook protein FlgE/F/G-like, D1 domain"
IPR053987,"Transcriptional regulator MlrA-like, C-terminal domain"
IPR053988,"Transcriptional regulator MlrA-like, helical domain"
IPR054075,"Putative tail fiber protein gp53-like, C-terminal"
IPR054180,"DNA-binding protein H-NS-like, N-terminal domain"
IPR054350,"PurT/PurK-like, preATP-grasp domain"
IPR054352,"Aspartokinase, ACT domain"
IPR054480,"Acetolactate synthase small subunit-like, ACT domain"
IPR054542,"Cys/Met metabolism enzyme, pyridoxal-phosphate attachment site"
IPR054765,SLBB domain
IPR055152,"Transketolase-like, C-terminal domain"
IPR055344,"Protein-export membrane protein SecD/SecF, C-terminal, bacterial"
IPR055346,"SUF system FeS cluster assembly, SufBD"
IPR056413,"Cytochrome c-type biogenesis protein H, TPR domain"
IPR056740,"Dihydroxy-acid/6-phosphogluconate dehydratase, C-terminal"
IPR056798,"Fe-containing alcohol dehydrogenase-like, C-terminal"
IPR056946,YmcF-like
