PMID	title	year	journal	authors
18519731	Role of global regulators and nucleotide metabolism in antibiotic tolerance in Escherichia coli.	2008	Antimicrob Agents Chemother	Hansen S, Lewis K, Vulić M
18535147	Regulation of pyrimidine biosynthetic gene expression in bacteria: repression without repressors.	2008	Microbiol Mol Biol Rev	Turnbough CL, Switzer RL
18593213	Group II intron protein localization and insertion sites are affected by polyphosphate.	2008	PLoS Biol	Zhao J, Niu W, Yao J, Mohr S, Marcotte EM, Lambowitz AM
18641391	Beta-barrel proteins that reside in the Escherichia coli outer membrane in vivo demonstrate varied folding behavior in vitro.	2008	J Biol Chem	Burgess NK, Dao TP, Stanley AM, Fleming KG
18834143	Membrane segment organization in the stator complex of the flagellar motor: implications for proton flow and proton-induced conformational change.	2008	Biochemistry	Kim EA, Price-Carter M, Carlquist WC, Blair DF
19236706	Expansion of a chromosomal repeat in Escherichia coli: roles of replication, repair, and recombination functions.	2009	BMC Mol Biol	Poteete AR
19282968	Escherichia coli MazF leads to the simultaneous selective synthesis of both "death proteins" and "survival proteins".	2009	PLoS Genet	Amitai S, Kolodkin-Gal I, Hananya-Meltabashi M, Sacher A, Engelberg-Kulka H
19282973	Life, death, differentiation, and the multicellularity of bacteria.	2009	PLoS Genet	Rosenberg SM
19707553	A differential effect of E. coli toxin-antitoxin systems on cell death in liquid media and biofilm formation.	2009	PLoS One	Kolodkin-Gal I, Verdiger R, Shlosberg-Fedida A, Engelberg-Kulka H
19781640	Principles of general and regulatory proteolysis by AAA+ proteases in Escherichia coli.	2009	Res Microbiol	Schmidt R, Bukau B, Mogk A
19887109	Identification and characterization of native proteins of Escherichia coli BL-21 that display affinity towards Immobilized Metal Affinity Chromatography and Hydrophobic Interaction Chromatography Matrices.	2010	Protein Expr Purif	Tiwari N, Woods L, Haley R, Kight A, Goforth R, Clark K, Ataai M, Henry R, Beitle R
19943910	Three new RelE-homologous mRNA interferases of Escherichia coli differentially induced by environmental stresses.	2010	Mol Microbiol	Christensen-Dalsgaard M, Jørgensen MG, Gerdes K
19968874	Evolutionary diversification of an ancient gene family (rhs) through C-terminal displacement.	2009	BMC Genomics	Jackson AP, Thomas GH, Parkhill J, Thomson NR
20304994	RecA4142 causes SOS constitutive expression by loading onto reversed replication forks in Escherichia coli K-12.	2010	J Bacteriol	Long JE, Massoni SC, Sandler SJ
22841565	Studying protein complexes by the yeast two-hybrid system.	2012	Methods	Rajagopala SV, Sikorski P, Caufield JH, Tovchigrechko A, Uetz P
